Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	2	10	2	2	2	94	693	0.000000	TS	Wp-method	5	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	101	753	0.002002	TS	Wp-methodST	6	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	103	771	0.000000	TS	HSI-method	7	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	44	420	0.000999	TS	HSI-methodST	8	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	73	606	0.000000	TS	H-method	9	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	49	513	0.001001	TS	SPY-method	10	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	44	420	0.001001	TS	SPY-methodST	11	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	47	471	0.001002	TS	SPYH-method	12	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	28	461	0.004003	TS	S-method	13	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	2	70	0.000000	TS	Mra-method	14	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	21	169	0.000000	TS	PDS-method	0	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	13	92	0.001002	TS	ADS-method	1	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	38	245	0.000000	TS	SVS-method	2	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	22	139	0.001000	TS	W-method	3	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	44	267	0.001001	TS	W-methodST	4	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	25	141	0.000000	TS	Wp-method	5	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	23	131	0.000000	TS	Wp-methodST	6	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	22	134	0.000000	TS	HSI-method	7	Mealy_R10_WTYjL.fsm
0	2	10	2	2	0	13	92	0.001001	TS	HSI-methodST	8	Mealy_R10_WTYjL.fsm
